GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
37045,2015,Cleveland County,North Carolina,97178.0,15.66,13021.0,31.79,668.0,39453.0,104400.0,33.2,73.62,20.65,3.08,0.25,0.95,0.0,1.3,0.14,1377.0,818.0,6.28,10.58,0,0,0
37045,2016,Cleveland County,North Carolina,97178.0,15.66,13214.0,31.79,668.0,39453.0,104400.0,33.2,73.62,20.65,3.08,0.25,0.95,0.0,1.3,0.14,1354.0,968.0,7.33,10.25,0,0,0
37047,2000,Columbus County,North Carolina,54749.0,22.7,5027.0,23.59,379.0,26805.0,76100.0,25.3,62.8,30.87,2.32,3.04,0.22,0.02,0.68,0.06,82.0,80.0,1.59,1.63,1,0,0
37047,2001,Columbus County,North Carolina,54749.0,22.7,5175.0,23.59,379.0,26805.0,76100.0,25.3,62.8,30.87,2.32,3.04,0.22,0.02,0.68,0.06,87.0,77.0,1.49,1.68,1,0,0
37047,2002,Columbus County,North Carolina,54749.0,22.7,5322.0,23.59,379.0,26805.0,76100.0,25.3,62.8,30.87,2.32,3.04,0.22,0.02,0.68,0.06,294.0,118.0,2.22,5.52,0,0,0
37047,2003,Columbus County,North Carolina,54749.0,22.7,5470.0,23.59,379.0,26805.0,76100.0,25.3,62.8,30.87,2.32,3.04,0.22,0.02,0.68,0.06,272.0,89.0,1.63,4.97,0,0,0
37047,2004,Columbus County,North Carolina,54749.0,22.7,5618.0,23.59,379.0,26805.0,76100.0,25.3,62.8,30.87,2.32,3.04,0.22,0.02,0.68,0.06,198.0,97.0,1.73,3.52,0,0,0
37047,2005,Columbus County,North Carolina,54050.0,18.4,5766.0,29.04,530.0,32283.0,86700.0,34.6,61.97,30.37,3.23,3.03,0.23,0.0,0.96,0.2,221.0,55.0,0.95,3.83,0,0,0
37047,2006,Columbus County,North Carolina,54050.0,18.4,5913.0,29.04,530.0,32283.0,86700.0,34.6,61.97,30.37,3.23,3.03,0.23,0.0,0.96,0.2,239.0,79.0,1.34,4.04,0,0,0
37047,2007,Columbus County,North Carolina,54050.0,18.4,6061.0,29.04,530.0,32283.0,86700.0,34.6,61.97,30.37,3.23,3.03,0.23,0.0,0.96,0.2,243.0,157.0,2.59,4.01,0,0,0
37047,2008,Columbus County,North Carolina,54050.0,18.4,6209.0,29.04,530.0,32283.0,86700.0,34.6,61.97,30.37,3.23,3.03,0.23,0.0,0.96,0.2,273.0,192.0,3.09,4.4,0,0,0
37047,2009,Columbus County,North Carolina,54050.0,18.4,6356.0,29.04,530.0,32283.0,86700.0,34.6,61.97,30.37,3.23,3.03,0.23,0.0,0.96,0.2,267.0,171.0,2.69,4.2,0,0,0
37047,2010,Columbus County,North Carolina,58098.0,17.55,6504.0,28.92,572.0,35182.0,85100.0,34.2,60.36,30.27,4.58,3.08,0.25,0.04,1.28,0.13,304.0,180.0,2.77,4.67,0,0,0
37047,2011,Columbus County,North Carolina,57230.0,17.63,6627.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,335.0,216.0,3.26,5.06,0,0,0
37047,2012,Columbus County,North Carolina,57230.0,17.63,6749.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,234.0,76.0,1.13,3.47,0,0,0
37047,2013,Columbus County,North Carolina,57230.0,17.63,6872.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,217.0,82.0,1.19,3.16,0,0,0
37047,2014,Columbus County,North Carolina,57230.0,17.63,6995.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,308.0,184.0,2.63,4.4,0,0,0
37047,2015,Columbus County,North Carolina,57230.0,17.63,7117.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,353.0,204.0,2.87,4.96,0,0,0
37047,2016,Columbus County,North Carolina,57230.0,17.63,7240.0,29.92,596.0,34949.0,83900.0,33.3,60.21,30.05,4.78,3.23,0.32,0.02,1.24,0.15,311.0,204.0,2.82,4.3,0,0,0
37049,2000,Craven County,North Carolina,91436.0,13.08,11499.0,33.25,501.0,35966.0,96600.0,24.0,68.28,24.86,4.02,0.39,0.96,0.06,1.3,0.13,,,,,0,0,0
37049,2001,Craven County,North Carolina,91436.0,13.08,11746.0,33.25,501.0,35966.0,96600.0,24.0,68.28,24.86,4.02,0.39,0.96,0.06,1.3,0.13,,,,,0,0,0
37049,2002,Craven County,North Carolina,91436.0,13.08,11993.0,33.25,501.0,35966.0,96600.0,24.0,68.28,24.86,4.02,0.39,0.96,0.06,1.3,0.13,376.0,284.0,2.37,3.14,1,0,0
37049,2003,Craven County,North Carolina,91436.0,13.08,12241.0,33.25,501.0,35966.0,96600.0,24.0,68.28,24.86,4.02,0.39,0.96,0.06,1.3,0.13,510.0,357.0,2.92,4.17,1,0,0
37049,2004,Craven County,North Carolina,91436.0,13.08,12488.0,33.25,501.0,35966.0,96600.0,24.0,68.28,24.86,4.02,0.39,0.96,0.06,1.3,0.13,547.0,461.0,3.69,4.38,1,0,0
37049,2005,Craven County,North Carolina,96789.0,11.95,12735.0,36.29,708.0,44298.0,144200.0,28.4,69.47,23.22,3.8,0.29,1.33,0.11,1.57,0.22,496.0,422.0,3.31,3.89,1,1,0
37049,2006,Craven County,North Carolina,96789.0,11.95,12982.0,36.29,708.0,44298.0,144200.0,28.4,69.47,23.22,3.8,0.29,1.33,0.11,1.57,0.22,435.0,371.0,2.86,3.35,1,0,0
37049,2007,Craven County,North Carolina,96789.0,11.95,13229.0,36.29,708.0,44298.0,144200.0,28.4,69.47,23.22,3.8,0.29,1.33,0.11,1.57,0.22,628.0,516.0,3.9,4.75,1,0,0
37049,2008,Craven County,North Carolina,96789.0,11.95,13477.0,36.29,708.0,44298.0,144200.0,28.4,69.47,23.22,3.8,0.29,1.33,0.11,1.57,0.22,636.0,528.0,3.92,4.72,1,0,0
37049,2009,Craven County,North Carolina,96789.0,11.95,13724.0,36.29,708.0,44298.0,144200.0,28.4,69.47,23.22,3.8,0.29,1.33,0.11,1.57,0.22,613.0,474.0,3.45,4.47,1,0,0
37049,2010,Craven County,North Carolina,103505.0,11.84,13971.0,34.67,822.0,47383.0,153500.0,29.5,67.07,22.09,6.06,0.41,1.99,0.1,2.16,0.12,651.0,501.0,3.59,4.66,1,0,0
37049,2011,Craven County,North Carolina,104450.0,10.95,14204.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,748.0,508.0,3.58,5.27,1,0,0
37049,2012,Craven County,North Carolina,104450.0,10.95,14437.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,861.0,630.0,4.36,5.96,1,0,0
37049,2013,Craven County,North Carolina,104450.0,10.95,14671.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,841.0,613.0,4.18,5.73,1,0,0
37049,2014,Craven County,North Carolina,104450.0,10.95,14904.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,965.0,538.0,3.61,6.47,1,0,0
37049,2015,Craven County,North Carolina,104450.0,10.95,15137.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,1145.0,526.0,3.47,7.56,0,0,0
37049,2016,Craven County,North Carolina,104450.0,10.95,15370.0,37.39,894.0,47985.0,154500.0,29.6,66.59,21.1,6.93,0.4,2.39,0.09,2.36,0.13,970.0,474.0,3.08,6.31,0,0,0
37051,2000,Cumberland County,North Carolina,302963.0,12.79,43622.0,40.63,581.0,37466.0,88800.0,24.8,52.58,34.35,6.9,1.44,1.83,0.28,2.37,0.24,4795.0,4295.0,9.85,10.99,1,0,0
37051,2001,Cumberland County,North Carolina,302963.0,12.79,44666.0,40.63,581.0,37466.0,88800.0,24.8,52.58,34.35,6.9,1.44,1.83,0.28,2.37,0.24,6570.0,2868.0,6.42,14.71,0,0,0
37051,2002,Cumberland County,North Carolina,302963.0,12.79,45710.0,40.63,581.0,37466.0,88800.0,24.8,52.58,34.35,6.9,1.44,1.83,0.28,2.37,0.24,10495.0,1897.0,4.15,22.96,0,0,0
37051,2003,Cumberland County,North Carolina,302963.0,12.79,46755.0,40.63,581.0,37466.0,88800.0,24.8,52.58,34.35,6.9,1.44,1.83,0.28,2.37,0.24,10065.0,1214.0,2.6,21.53,0,0,0
37051,2004,Cumberland County,North Carolina,302963.0,12.79,47799.0,40.63,581.0,37466.0,88800.0,24.8,52.58,34.35,6.9,1.44,1.83,0.28,2.37,0.24,11328.0,2090.0,4.37,23.7,0,1,0
37051,2005,Cumberland County,North Carolina,309316.0,14.38,48843.0,42.37,762.0,42733.0,110300.0,29.3,51.46,34.82,6.14,1.0,2.04,0.24,4.01,0.3,13162.0,5029.0,10.3,26.95,0,0,0
37051,2006,Cumberland County,North Carolina,309316.0,14.38,49887.0,42.37,762.0,42733.0,110300.0,29.3,51.46,34.82,6.14,1.0,2.04,0.24,4.01,0.3,10255.0,5820.0,11.67,20.56,0,0,0
37051,2007,Cumberland County,North Carolina,309316.0,14.38,50931.0,42.37,762.0,42733.0,110300.0,29.3,51.46,34.82,6.14,1.0,2.04,0.24,4.01,0.3,9103.0,3510.0,6.89,17.87,0,0,0
37051,2008,Cumberland County,North Carolina,309316.0,14.38,51976.0,42.37,762.0,42733.0,110300.0,29.3,51.46,34.82,6.14,1.0,2.04,0.24,4.01,0.3,9175.0,4959.0,9.54,17.65,0,0,0
37051,2009,Cumberland County,North Carolina,309316.0,14.38,53020.0,42.37,762.0,42733.0,110300.0,29.3,51.46,34.82,6.14,1.0,2.04,0.24,4.01,0.3,9043.0,4439.0,8.37,17.06,0,0,0
37051,2010,Cumberland County,North Carolina,319431.0,13.84,54065.0,44.16,844.0,45413.0,126300.0,29.0,47.19,35.67,9.45,1.46,2.16,0.35,3.52,0.21,9514.0,4379.0,8.1,17.6,0,0,0
37051,2011,Cumberland County,North Carolina,324603.0,14.24,55264.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,9539.0,4800.0,8.69,17.26,0,0,0
37051,2012,Cumberland County,North Carolina,324603.0,14.24,56465.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,8718.0,4636.0,8.21,15.44,0,0,0
37051,2013,Cumberland County,North Carolina,324603.0,14.24,57665.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,8837.0,3810.0,6.61,15.32,0,0,0
37051,2014,Cumberland County,North Carolina,324603.0,14.24,58865.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,8902.0,3816.0,6.48,15.12,0,0,0
37051,2015,Cumberland County,North Carolina,324603.0,14.24,60064.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,9080.0,4393.0,7.31,15.12,0,0,0
37051,2016,Cumberland County,North Carolina,324603.0,14.24,61265.0,47.41,869.0,44171.0,129300.0,30.5,45.51,35.3,10.7,1.32,2.35,0.23,4.27,0.32,8600.0,4272.0,6.97,14.04,0,0,0
37053,2000,Currituck County,North Carolina,18190.0,10.68,1272.0,18.43,590.0,40822.0,115500.0,26.9,89.54,7.22,1.43,0.41,0.37,0.03,0.85,0.14,49.0,48.0,3.77,3.85,1,0,0
37053,2001,Currituck County,North Carolina,18190.0,10.68,1317.0,18.43,590.0,40822.0,115500.0,26.9,89.54,7.22,1.43,0.41,0.37,0.03,0.85,0.14,135.0,61.0,4.63,10.25,0,0,0
37053,2002,Currituck County,North Carolina,18190.0,10.68,1361.0,18.43,590.0,40822.0,115500.0,26.9,89.54,7.22,1.43,0.41,0.37,0.03,0.85,0.14,242.0,56.0,4.11,17.78,0,0,0
37053,2003,Currituck County,North Carolina,18190.0,10.68,1406.0,18.43,590.0,40822.0,115500.0,26.9,89.54,7.22,1.43,0.41,0.37,0.03,0.85,0.14,255.0,45.0,3.2,18.14,0,0,0
37053,2004,Currituck County,North Carolina,18190.0,10.68,1450.0,18.43,590.0,40822.0,115500.0,26.9,89.54,7.22,1.43,0.41,0.37,0.03,0.85,0.14,223.0,73.0,5.03,15.38,0,0,0
37053,2005,Currituck County,North Carolina,23713.0,6.2,1495.0,18.13,761.0,55261.0,233100.0,31.3,88.45,7.19,2.16,0.12,0.59,0.0,1.49,0.0,240.0,47.0,3.14,16.06,0,0,0
37053,2006,Currituck County,North Carolina,23713.0,6.2,1539.0,18.13,761.0,55261.0,233100.0,31.3,88.45,7.19,2.16,0.12,0.59,0.0,1.49,0.0,207.0,54.0,3.51,13.45,0,0,0
37053,2007,Currituck County,North Carolina,23713.0,6.2,1584.0,18.13,761.0,55261.0,233100.0,31.3,88.45,7.19,2.16,0.12,0.59,0.0,1.49,0.0,187.0,60.0,3.79,11.81,0,0,0
37053,2008,Currituck County,North Carolina,23713.0,6.2,1628.0,18.13,761.0,55261.0,233100.0,31.3,88.45,7.19,2.16,0.12,0.59,0.0,1.49,0.0,202.0,47.0,2.89,12.41,0,0,0
37053,2009,Currituck County,North Carolina,23713.0,6.2,1673.0,18.13,761.0,55261.0,233100.0,31.3,88.45,7.19,2.16,0.12,0.59,0.0,1.49,0.0,209.0,65.0,3.89,12.5,0,0,0
37053,2010,Currituck County,North Carolina,23547.0,6.99,1717.0,19.34,912.0,57446.0,229600.0,31.7,88.66,5.72,2.99,0.44,0.6,0.04,1.48,0.07,202.0,68.0,3.96,11.76,0,0,0
37053,2011,Currituck County,North Carolina,24492.0,6.73,1771.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,169.0,77.0,4.35,9.54,0,0,0
37053,2012,Currituck County,North Carolina,24492.0,6.73,1825.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,107.0,57.0,3.12,5.86,0,0,0
37053,2013,Currituck County,North Carolina,24492.0,6.73,1879.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,106.0,47.0,2.5,5.64,0,0,0
37053,2014,Currituck County,North Carolina,24492.0,6.73,1932.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,112.0,69.0,3.57,5.8,0,0,0
37053,2015,Currituck County,North Carolina,24492.0,6.73,1986.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,89.0,59.0,2.97,4.48,0,0,0
37053,2016,Currituck County,North Carolina,24492.0,6.73,2040.0,18.97,991.0,60600.0,229900.0,33.5,87.62,5.99,3.45,0.64,0.45,0.0,1.55,0.3,110.0,77.0,3.77,5.39,0,0,0
37055,2000,Dare County,North Carolina,29967.0,8.03,3230.0,25.45,638.0,42411.0,137200.0,24.8,93.53,2.65,2.22,0.25,0.37,0.04,0.9,0.05,123.0,118.0,3.65,3.81,1,0,0
37055,2001,Dare County,North Carolina,29967.0,8.03,3329.0,25.45,638.0,42411.0,137200.0,24.8,93.53,2.65,2.22,0.25,0.37,0.04,0.9,0.05,168.0,97.0,2.91,5.05,1,0,0
37055,2002,Dare County,North Carolina,29967.0,8.03,3427.0,25.45,638.0,42411.0,137200.0,24.8,93.53,2.65,2.22,0.25,0.37,0.04,0.9,0.05,340.0,87.0,2.54,9.92,0,0,0
37055,2003,Dare County,North Carolina,29967.0,8.03,3526.0,25.45,638.0,42411.0,137200.0,24.8,93.53,2.65,2.22,0.25,0.37,0.04,0.9,0.05,368.0,77.0,2.18,10.44,0,0,0
37055,2004,Dare County,North Carolina,29967.0,8.03,3625.0,25.45,638.0,42411.0,137200.0,24.8,93.53,2.65,2.22,0.25,0.37,0.04,0.9,0.05,325.0,110.0,3.03,8.97,0,0,0
37055,2005,Dare County,North Carolina,33976.0,5.34,3724.0,28.93,969.0,52173.0,343200.0,31.5,91.42,3.66,3.47,0.22,0.26,0.0,0.84,0.12,255.0,65.0,1.75,6.85,0,0,0
37055,2006,Dare County,North Carolina,33976.0,5.34,3822.0,28.93,969.0,52173.0,343200.0,31.5,91.42,3.66,3.47,0.22,0.26,0.0,0.84,0.12,333.0,92.0,2.41,8.71,0,0,0
37055,2007,Dare County,North Carolina,33976.0,5.34,3921.0,28.93,969.0,52173.0,343200.0,31.5,91.42,3.66,3.47,0.22,0.26,0.0,0.84,0.12,483.0,133.0,3.39,12.32,0,0,0
37055,2008,Dare County,North Carolina,33976.0,5.34,4020.0,28.93,969.0,52173.0,343200.0,31.5,91.42,3.66,3.47,0.22,0.26,0.0,0.84,0.12,393.0,143.0,3.56,9.78,0,0,0
37055,2009,Dare County,North Carolina,33976.0,5.34,4118.0,28.93,969.0,52173.0,343200.0,31.5,91.42,3.66,3.47,0.22,0.26,0.0,0.84,0.12,342.0,154.0,3.74,8.3,0,0,0
37055,2010,Dare County,North Carolina,33920.0,6.76,4217.0,29.42,993.0,55780.0,307900.0,30.6,88.62,2.39,6.52,0.3,0.62,0.03,1.48,0.04,296.0,151.0,3.58,7.02,0,0,0
37055,2011,Dare County,North Carolina,34863.0,5.73,4330.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,206.0,95.0,2.19,4.76,1,0,0
37055,2012,Dare County,North Carolina,34863.0,5.73,4443.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,215.0,111.0,2.5,4.84,0,0,0
37055,2013,Dare County,North Carolina,34863.0,5.73,4556.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,237.0,64.0,1.4,5.2,0,0,0
37055,2014,Dare County,North Carolina,34863.0,5.73,4668.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,228.0,99.0,2.12,4.88,0,0,0
37055,2015,Dare County,North Carolina,34863.0,5.73,4781.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,187.0,88.0,1.84,3.91,0,0,0
37055,2016,Dare County,North Carolina,34863.0,5.73,4894.0,31.93,1048.0,54496.0,283400.0,27.4,87.82,2.23,6.83,0.22,0.48,0.0,2.1,0.31,182.0,94.0,1.92,3.72,0,0,0
37057,2000,Davidson County,North Carolina,147246.0,10.07,15013.0,25.82,464.0,38640.0,98600.0,22.0,85.68,9.09,3.24,0.32,0.81,0.0,0.77,0.09,,,,,0,0,0
37057,2001,Davidson County,North Carolina,147246.0,10.07,15280.0,25.82,464.0,38640.0,98600.0,22.0,85.68,9.09,3.24,0.32,0.81,0.0,0.77,0.09,,,,,0,0,0
37057,2002,Davidson County,North Carolina,147246.0,10.07,15547.0,25.82,464.0,38640.0,98600.0,22.0,85.68,9.09,3.24,0.32,0.81,0.0,0.77,0.09,,,,,0,0,0
37057,2003,Davidson County,North Carolina,147246.0,10.07,15814.0,25.82,464.0,38640.0,98600.0,22.0,85.68,9.09,3.24,0.32,0.81,0.0,0.77,0.09,,,,,0,0,0
37057,2004,Davidson County,North Carolina,147246.0,10.07,16081.0,25.82,464.0,38640.0,98600.0,22.0,85.68,9.09,3.24,0.32,0.81,0.0,0.77,0.09,,,,,0,0,0
37057,2005,Davidson County,North Carolina,156033.0,10.86,16348.0,26.78,605.0,44016.0,123300.0,26.6,82.71,9.16,5.68,0.39,1.16,0.02,0.81,0.06,4347.0,1420.0,8.69,26.59,0,0,0
37057,2006,Davidson County,North Carolina,156033.0,10.86,16615.0,26.78,605.0,44016.0,123300.0,26.6,82.71,9.16,5.68,0.39,1.16,0.02,0.81,0.06,2115.0,1059.0,6.37,12.73,0,0,0
37057,2007,Davidson County,North Carolina,156033.0,10.86,16882.0,26.78,605.0,44016.0,123300.0,26.6,82.71,9.16,5.68,0.39,1.16,0.02,0.81,0.06,,,,,0,0,0
37057,2008,Davidson County,North Carolina,156033.0,10.86,17149.0,26.78,605.0,44016.0,123300.0,26.6,82.71,9.16,5.68,0.39,1.16,0.02,0.81,0.06,,,,,0,0,0
37057,2009,Davidson County,North Carolina,156033.0,10.86,17416.0,26.78,605.0,44016.0,123300.0,26.6,82.71,9.16,5.68,0.39,1.16,0.02,0.81,0.06,,,,,0,0,0
37057,2010,Davidson County,North Carolina,162878.0,11.32,17683.0,27.41,630.0,44318.0,132200.0,27.7,81.95,8.76,6.39,0.39,1.2,0.02,1.15,0.14,,,,,0,0,0
37057,2011,Davidson County,North Carolina,163867.0,12.08,17996.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37057,2012,Davidson County,North Carolina,163867.0,12.08,18308.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37057,2013,Davidson County,North Carolina,163867.0,12.08,18621.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37057,2014,Davidson County,North Carolina,163867.0,12.08,18933.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37057,2015,Davidson County,North Carolina,163867.0,12.08,19246.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37057,2016,Davidson County,North Carolina,163867.0,12.08,19558.0,28.12,655.0,43363.0,132200.0,28.3,81.33,9.24,6.63,0.52,1.26,0.04,0.96,0.02,,,,,0,0,0
37059,2000,Davie County,North Carolina,34835.0,8.6,2296.0,16.7,493.0,40174.0,116200.0,21.4,88.51,6.73,3.47,0.22,0.31,0.02,0.7,0.05,,,,,0,0,0
37059,2001,Davie County,North Carolina,34835.0,8.6,2372.0,16.7,493.0,40174.0,116200.0,21.4,88.51,6.73,3.47,0.22,0.31,0.02,0.7,0.05,,,,,0,0,0
37059,2002,Davie County,North Carolina,34835.0,8.6,2449.0,16.7,493.0,40174.0,116200.0,21.4,88.51,6.73,3.47,0.22,0.31,0.02,0.7,0.05,,,,,0,0,0
37059,2003,Davie County,North Carolina,34835.0,8.6,2525.0,16.7,493.0,40174.0,116200.0,21.4,88.51,6.73,3.47,0.22,0.31,0.02,0.7,0.05,,,,,0,0,0
37059,2004,Davie County,North Carolina,34835.0,8.6,2602.0,16.7,493.0,40174.0,116200.0,21.4,88.51,6.73,3.47,0.22,0.31,0.02,0.7,0.05,,,,,0,0,0
37059,2005,Davie County,North Carolina,40297.0,7.13,2678.0,16.22,694.0,51110.0,155000.0,25.0,85.52,7.05,6.19,0.02,0.4,0.0,0.79,0.03,103.0,39.0,1.46,3.85,1,0,0
37059,2006,Davie County,North Carolina,40297.0,7.13,2754.0,16.22,694.0,51110.0,155000.0,25.0,85.52,7.05,6.19,0.02,0.4,0.0,0.79,0.03,137.0,41.0,1.49,4.97,0,0,0
37059,2007,Davie County,North Carolina,40297.0,7.13,2831.0,16.22,694.0,51110.0,155000.0,25.0,85.52,7.05,6.19,0.02,0.4,0.0,0.79,0.03,228.0,96.0,3.39,8.05,0,0,0
37059,2008,Davie County,North Carolina,40297.0,7.13,2907.0,16.22,694.0,51110.0,155000.0,25.0,85.52,7.05,6.19,0.02,0.4,0.0,0.79,0.03,192.0,102.0,3.51,6.6,0,0,0
37059,2009,Davie County,North Carolina,40297.0,7.13,2984.0,16.22,694.0,51110.0,155000.0,25.0,85.52,7.05,6.19,0.02,0.4,0.0,0.79,0.03,208.0,76.0,2.55,6.97,0,0,0
37059,2010,Davie County,North Carolina,41240.0,7.7,3060.0,18.84,683.0,51844.0,162000.0,25.3,85.49,6.19,6.05,0.26,0.55,0.01,1.35,0.09,195.0,106.0,3.46,6.37,0,0,0
37059,2011,Davie County,North Carolina,41447.0,8.15,3131.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,221.0,136.0,4.34,7.06,0,0,0
37059,2012,Davie County,North Carolina,41447.0,8.15,3201.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,203.0,58.0,1.81,6.34,0,0,0
37059,2013,Davie County,North Carolina,41447.0,8.15,3272.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,202.0,67.0,2.05,6.17,0,0,0
37059,2014,Davie County,North Carolina,41447.0,8.15,3342.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,178.0,110.0,3.29,5.33,0,0,0
37059,2015,Davie County,North Carolina,41447.0,8.15,3413.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,154.0,97.0,2.84,4.51,0,0,0
37059,2016,Davie County,North Carolina,41447.0,8.15,3483.0,20.66,674.0,51527.0,169300.0,27.1,84.85,6.57,6.36,0.35,0.41,0.0,1.25,0.21,152.0,89.0,2.56,4.36,0,0,0
37061,2000,Duplin County,North Carolina,49063.0,19.44,4584.0,25.08,399.0,29890.0,74800.0,21.3,55.22,28.77,15.14,0.18,0.15,0.04,0.47,0.03,114.0,107.0,2.33,2.49,1,0,0
37061,2001,Duplin County,North Carolina,49063.0,19.44,4820.0,25.08,399.0,29890.0,74800.0,21.3,55.22,28.77,15.14,0.18,0.15,0.04,0.47,0.03,224.0,105.0,2.18,4.65,0,0,0
37061,2002,Duplin County,North Carolina,49063.0,19.44,5057.0,25.08,399.0,29890.0,74800.0,21.3,55.22,28.77,15.14,0.18,0.15,0.04,0.47,0.03,353.0,99.0,1.96,6.98,0,0,0
37061,2003,Duplin County,North Carolina,49063.0,19.44,5293.0,25.08,399.0,29890.0,74800.0,21.3,55.22,28.77,15.14,0.18,0.15,0.04,0.47,0.03,350.0,93.0,1.76,6.61,0,0,0
37061,2004,Duplin County,North Carolina,49063.0,19.44,5530.0,25.08,399.0,29890.0,74800.0,21.3,55.22,28.77,15.14,0.18,0.15,0.04,0.47,0.03,269.0,103.0,1.86,4.86,0,0,0
37061,2005,Duplin County,North Carolina,52358.0,16.77,5766.0,28.74,527.0,33703.0,82200.0,25.8,52.44,25.64,20.5,0.08,0.19,0.0,1.0,0.15,198.0,58.0,1.01,3.43,0,0,0
37061,2006,Duplin County,North Carolina,52358.0,16.77,6003.0,28.74,527.0,33703.0,82200.0,25.8,52.44,25.64,20.5,0.08,0.19,0.0,1.0,0.15,228.0,73.0,1.22,3.8,0,0,0
37061,2007,Duplin County,North Carolina,52358.0,16.77,6239.0,28.74,527.0,33703.0,82200.0,25.8,52.44,25.64,20.5,0.08,0.19,0.0,1.0,0.15,269.0,138.0,2.21,4.31,0,0,0
37061,2008,Duplin County,North Carolina,52358.0,16.77,6476.0,28.74,527.0,33703.0,82200.0,25.8,52.44,25.64,20.5,0.08,0.19,0.0,1.0,0.15,252.0,153.0,2.36,3.89,0,0,0
